schedule,schedule_type,reason
"Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Thời gian làm việc: 15h đến 22h30 (live 4h, còn lại nghỉ ngơi ăn uống). Tháng nghỉ 6 ngày ( tự chọn hoặc theo sắp xếp lịch của leader)",T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Thứ 2 - Thứ 6 (40 giờ/tuần),T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 09:00 đến 18:00) | Thời gian làm việc: 9h - 18h (Từ Thứ 2 - Thứ 6),T2-T6,header-T6-pure
"Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) | Chấm công/làm việc linh hoạt từ 08h00 - 09h30, miễn đủ 8 tiếng, đảm bảo hiệu suất và tiến độ công việc",T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) | Nghỉ trưa từ 12-13h30,T2-T6,header-T6-pure
"Thứ 2 - Thứ 6 (từ 08:00 đến 18:15) | Linh hoạt, check in từ 8h-9h, check out từ 17h15-18h15, từ T2-T6",T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) | Check-in linh hoạt: từ 07:30 - 09:00 sáng,T2-T6,header-T6-pure
"Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) | Thời gian: 08:00 – 17:00 (Thứ 2 – Thứ 6), nghỉ Lễ, Tết theo quy định.",T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 09:00 đến 17:00) | - Thời gian làm lịch linh hoạt | - Remote 2 lần/tháng,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:30 đến 17:45) | Nghỉ trưa 12h-13h15,T2-T6,header-T6-pure
"Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) | Hình thức làm việc hybrid, 2 ngày WFH/ tuần",T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 00:00 đến 00:00) | Thứ 2 – Thứ 6 (linh hoạt theo công việc),T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 09:00 đến 18:00) | Nghỉ giữa ca 12:00 – 13:00,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 09:00 đến 18:00) | Thứ 2 - Thứ 6 (từ 08:00 đến 17:00),T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:00 đến 16:00),T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:15 đến 18:00) | Thời gian làm việc: Thứ hai đến Thứ Sáu,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 08:30 đến 18:00) | nghỉ trưa từ 12h00 - 13h30,T2-T6,header-T6-pure
Thứ 2 - Thứ 6 (từ 09:00 đến 18:00) | Thứ 2 - Thứ 6 (từ 13:00 đến 22:00),T2-T6,header-T6-pure
